2007,50.58311,1.12689,47.40397,9.414760000000001,-13.64117,-13.32574,-4.89548,-10.554,-2.1592599999999997,-8.15672,4.5364,2.47028,13.79519,1584.1929300000002,1546.14349,1554.80072,686.5993900000001,718.6762,609.45204,556.61708,438.91475999999994,345.85985,205.67373,252.68772,26.82965,-357.9621,-298.61649,-82.31137,-21.10791,63.89813,-64.07806,59.593959999999996,66.74996999999999,-85.94825,-17.21709,77.39084,4.74769,-204.82193,-570.32239,-101.65443,-84.00495,-71.11958,-124.65263999999999,-8.35294,46.24896,-18.31812,51.69878,277.06945,-69.50228,100.06192,-1.4936,5.81575,49.111129999999996,27.4735,13.26169,-42.622840000000004,459.63635999999997,-20.13204,162.90905,2.27756,2.27904,9.42108,8.38354,-236.4804,-6.25232,-39.4595,41.20025,21.03033,-31.581220000000002,12.75648,137.07743,-200.17528000000001,-186.3766,0.28613,-21.33747,-12.23451,26.07439,12.242,-2.47684,192.85313,-14.491179999999998,-41.38128,-0.37081,-35.38855,-1.43089,66.43453000000001,-114.6417,-0.94542,57.941919999999996,7.79099
1995,38.45472,11.57426,-14.84256,14.196720000000001,0.45738999999999996,-5.46868,-16.1318,0.32095,4.275580000000001,4.48902,3.55389,8.25275,40.02355,1895.96668,2057.78334,2503.9808,906.43297,1278.68841,535.98488,912.7338800000001,499.27905999999996,429.32327999999995,358.14404,267.57386,10.964030000000001,17.41394,-818.93867,-240.79151000000002,83.11448,145.9549,105.25508,80.5538,27.404840000000004,-0.58807,-13.56158,61.6798,-93.9248,209.36805,-171.08993999999998,-67.22649,-47.16615,15.633220000000001,-66.64112,33.35029,24.58083,42.71679,291.9549,207.71863000000002,164.20344,-99.49876,-117.25787,24.8443,104.07027,16.66226,-20.75969,-66.16328,-236.82733,31.5886,59.60579,-43.14591,15.03111,-49.44618,32.99722,-158.16678000000002,-156.75143,33.8651,6.779889999999999,-194.79523,-71.27493,-1.26535,-22.19866,-109.7087,87.3499,-41.21257,-62.510830000000006,-2.50008,-185.55557,102.57531,152.41001,-22.06462,19.30337,-212.67665,-156.92346,-206.60218,16.68979,49.625040000000006,73.38642,8.14493,33.2191,9.360710000000001
2000,39.17028,-29.680659999999996,12.34202,-18.576179999999997,-8.58947,-12.66353,-5.6637900000000005,-0.84047,9.26299,1.65966,-5.59735,2.67942,56.1675,3569.4786,1522.2482,1543.49931,1115.5514,706.53705,889.75695,607.66953,512.83532,355.18753,218.84111000000001,220.16717000000003,-0.16042,204.84454,128.99732,-185.25966,-313.14162999999996,207.51023,136.02571,2.205,26.15227,-28.59487,9.092310000000001,-38.77749,113.06773999999999,-315.22432000000003,-121.02548,-172.30991,-23.47149,-86.56201999999999,-31.59705,-0.40026,0.46831000000000006,-38.80505,-130.6894,347.37032999999997,37.642340000000004,-73.12756,28.48835,100.29088,5.58691,53.658159999999995,31.30224,423.50406,294.40452999999997,137.75104,-186.60256,104.90664,-83.38995,-23.91321,-67.76209,133.13519,182.97922,-36.305209999999995,-137.87312,-76.62639,38.0682,-36.07204,-49.43273,-127.38852,-108.1355,61.49821,23.14031,-37.29508,87.4919,96.74403000000001,-268.26029,-25.25527,29.08752,-113.11013,18.262079999999997,-1.78424,-19.75062,-111.01728,-60.44916,15.1634,57.86891,-2.96767
2000,47.39862,-13.710479999999999,22.31174,1.0702200000000002,-3.73625,0.59241,4.2512300000000005,-2.58943,7.64045,4.83517,-3.4879599999999997,-3.92288,35.952870000000004,2604.6123,2079.58296,1768.45654,745.48586,1475.13242,773.76278,733.66342,427.8665,526.61447,404.38063,262.80011,85.07056,286.80201,-225.56672000000003,-46.99207,73.95063,56.62115,-106.02495,97.59304,-97.85629,-46.1767,-55.78399,116.86332,-315.10652999999996,-56.04554,-65.12363,84.17755,-53.436440000000005,95.78288,-115.79063000000001,42.061820000000004,50.240390000000005,26.509109999999996,-194.03935,-540.47249,-163.93506000000002,-38.43013,-51.005720000000004,-48.946940000000005,113.53483999999999,32.73936,-47.096579999999996,-59.1398,166.27525,-88.03611,72.26611,-42.21293,-4.81209,-4.5159400000000005,-61.897909999999996,-66.78303000000001,-77.16597,-127.80923,97.84695,-53.98178000000001,-25.91003,-15.053560000000001,-28.77187,-46.17745,89.72026,-27.105659999999997,-13.54592,-27.907759999999996,-20.808770000000003,-58.9121,-307.47688999999997,51.969390000000004,7.628010000000001,-244.2204,222.39333,92.62675,0.1408,141.88433,-164.11377,19.00376,-13.896629999999998,-11.60357
2008,38.97544,-75.3511,15.12708,-3.9483599999999996,-0.19595,-3.8149599999999997,10.80981,-7.19084,2.9633,-10.3653,-2.92582,5.45255,57.87216,1988.34786,1706.92699,1706.7299100000002,898.9414800000001,909.72794,489.4823,421.8351,398.23748,344.74559,223.31402000000003,376.27639,19.84703,-403.67047,-225.13631,-113.04158999999999,-155.47689,93.65486999999999,-29.118709999999997,54.08023000000001,-4.65768,-31.320790000000002,-0.67792,159.1024,24.12256,147.69163999999998,-525.33149,-62.30025,-56.21455,44.0315,-60.02196,25.37492,28.673379999999998,21.92014,-12.3324,157.93586000000002,-151.049,87.1766,-120.58948999999998,25.75526,27.736759999999997,20.76461,6.51484,-159.21509,65.03251999999999,9.23659,174.95198,18.073,-1.58456,32.13776,-6.0593699999999995,-141.22052,83.56612,6.31557,82.22679000000001,-75.02215,-92.33058,11.26417,-84.09025,-158.16397,-120.36445,37.98005,-26.864659999999997,-1.1559,126.75383000000001,23.605999999999998,-51.9544,181.76349,-7.17687,-148.96183,92.19885,-124.19426999999999,-14.10995,72.97244,-134.06114,13.98427,43.08098,13.965779999999999
2009,42.29716,-26.075470000000003,7.45109,-5.69965,-8.28079,27.2594,-12.47772,-4.961,-11.99302,2.61449,-8.16991,-7.6134699999999995,61.78038000000001,2134.3706,2230.59995,4582.007479999999,525.8579,2456.52909,1008.2299800000001,990.08639,372.75549,693.7255700000001,837.0681900000001,491.39152,-148.2807,450.02685,-498.38954,47.26591,-56.90778,157.53663999999998,-103.03743,-127.84602,-105.74725,336.95088,-275.11395,143.64412,211.06817999999998,-148.98398,-685.187,354.60535,89.95403,296.87866,-233.07257,45.47918,-107.83599,32.7127,355.47232,-224.6214,-614.97114,74.78124,-117.64431,-26.842470000000002,-552.2588900000001,-165.9503,-97.31205,-227.91795,772.10676,1121.71941,146.63742,630.48249,291.86749,314.61581,36.1006,405.78817000000004,-0.33283,153.14331,-3.46889,177.70074,-173.67263,-8.201989999999999,176.80135,223.37636,-701.92289,-23.99118,-358.9402,-6.39222,23.6493,28.22356,-1627.24978,-30.1352,17.86437,-171.42332,314.93032999999997,269.04206,-5.12138,-186.61112,-159.20341000000002,-3.3654800000000002,-31.48903,6.586310000000001
1987,44.5756,83.36539,41.69294,11.67362,13.08906,-12.56371,-6.63488,2.94253,4.49993,11.22366,2.18418,3.5547199999999997,27.2409,1116.7271,1979.3728,821.31933,952.6410099999999,744.8496299999999,771.92442,255.65708999999998,545.5504,267.12506,282.49183999999997,419.77392000000003,7.86567,356.01169,-49.3541,-30.725590000000004,115.04441000000001,-38.28034,112.79321000000002,-79.60105,140.15393,91.20416,20.719179999999998,100.24580999999999,48.025940000000006,77.80833,-95.58001999999999,-144.59977,45.52977,-42.482279999999996,-33.766909999999996,35.946709999999996,-25.47283,-18.61072,-111.78538999999999,135.01075,22.575110000000002,-67.88824,-82.10663000000001,44.78632,1.8427900000000002,-24.62049,-6.79396,22.11887,389.2853,37.6298,94.4184,-14.12698,5.11178,17.45289,9.08329,-103.96184000000001,138.40205,9.89138,-68.43127,28.2292,165.98513,4.87752,60.73349,-290.81176,19.73639,-41.30898,-39.40801,5.65981,-214.65403999999998,-188.92248,-50.132459999999995,68.29352,-16.55656,-146.41396,-134.06806,50.239740000000005,-8.54176,-25.984270000000002,12.71804,-5.87763,-95.64785,6.812010000000001
2007,47.51047,-3.41099,21.90567,12.40643,-7.2103399999999995,7.51681,3.48021,2.44123,-14.502170000000001,-6.892869999999999,-2.56213,-6.45249,57.909290000000006,1749.1991100000002,1803.0569899999998,966.13183,653.25105,1107.4864599999999,409.57079,556.78907,180.62478000000002,397.62462999999997,219.28401000000002,145.72419,-2.95588,-933.8802,179.05931999999999,-161.13083999999998,-140.98799,42.74112,44.10207,62.69836,-71.14958,-65.17818,-17.72208,-37.71022,-227.88263999999998,-575.4159400000001,-64.89981999999999,28.9878,-71.24629,-54.414469999999994,-173.04316,42.25612,9.873330000000001,-20.659370000000003,556.25692,545.5641099999999,-44.1848,94.2531,49.67931,-28.234690000000004,50.227270000000004,32.07608,9.56845,-54.84948000000001,-62.2377,80.18489,38.43159,3.17711,12.67216,-25.266289999999998,12.90006,-27.95625,-168.61747,18.5477,-100.6704,91.49056999999999,-114.04482,-42.502520000000004,50.72613,21.85485,-80.92403,23.31935,46.46533,-44.247170000000004,-19.01755,149.09552,-16.53496,38.43846,26.269509999999997,-145.55448,36.720690000000005,19.06644,-5.988630000000001,34.37124,76.51602,5.26819,29.06655,13.82104
1977,45.44523,65.30221,12.40136,-1.70596,-33.73342,-0.63184,1.83867,2.10544,10.153260000000001,5.93426,-2.37435,-0.8790600000000001,23.657420000000002,2619.44268,2637.04792,1489.24404,1219.2445400000001,1045.18183,428.86270999999994,529.93476,431.15694,371.71925,349.07538,328.91168,-25.83445,-90.36066,-420.37967000000003,46.14824,197.18436,145.40695,16.22766,-87.74535999999999,-66.04763,-21.24772,14.263029999999999,102.96351,10.97644,206.3416,-245.79465,7.90832,105.63654,-59.94751,-17.54901,17.29726,-44.42341,-46.90932,885.6432900000001,315.77099999999996,-143.417,125.65991000000001,-58.43102,108.88718999999999,-72.28104,82.12579000000001,-12.47299,149.41613,122.99906000000001,110.97838999999999,-41.07953,108.42518000000001,-1.77387,-8.98276,-35.80405,-78.83055999999999,-274.52781,-81.43884,42.720929999999996,86.80585,-68.12137,5.20872,379.13655,55.3679,-45.7737,-41.40977,-85.81597,-31.597509999999996,-307.65033,-19.910970000000002,-299.01106,-125.30738000000001,14.55874,-11.72372,-10.02267,67.38112,-17.95225,3.5892,-279.72328999999996,-2.26421,-85.52571,-1.7421099999999998
1986,35.86039,30.716820000000002,16.758029999999998,9.685780000000001,16.59802,-1.9272200000000002,-1.6614799999999998,-5.33591,-4.71673,-1.5733,1.06356,13.75066,35.10772,2296.97727,2544.49928,1496.40165,1484.08563,1310.15324,864.99228,445.60017999999997,582.7836599999999,363.26126,258.10927999999996,458.84925999999996,-0.92595,610.83434,-68.74077,-3.40495,82.13473,199.52802,94.91001,-16.9026,95.35154,36.86854,31.76078,92.38588,134.77265,817.45658,-174.7442,-197.30471,-31.563409999999998,170.89248,-54.27624,-0.80962,-55.87976999999999,-1.00492,261.75362,63.96933000000001,37.85375,45.49365,69.23473,84.37673000000001,-53.08445,-27.36222,-2.8993700000000002,247.6786,-47.03559,-92.70329,22.07163,-74.50004,-34.65833,11.74639,2.3728700000000003,-14.449370000000002,107.45816,46.8292,-109.90526000000001,122.92501999999999,-5.21978,11.55945,2.0165900000000003,-24.61937,96.04576,31.66524,82.9636,-2.57837,-177.74763000000002,-174.58145,-0.48641,54.24779,16.6498,-41.75799,51.3318,20.454810000000002,1.02966,67.45716,11.29987,5.269830000000001,49.78908,-1.28756
